City,Gender,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,is_senior,has_partner,has_dependents,is_paperless_billing,payment_method_auto,is_month_to_month,contract_term,contract_months,has_phone_service,has_multiple_lines,has_internet_service,has_dsl,has_fiber_optic,offers_online_security,offers_online_backup,offers_device_protection,offers_tech_support,offers_streaming_tv,offers_streaming_movies,service_count,internet_only_customer,all_services_with_internet,high_value_customer,tenure_bucket,avg_charge_per_month,charge_ratio,avg_monthly_charge_delta
Rio Oso,Male,66,25.3,1673.8,0,56,6019,0,0,1,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,49+,25.36060606060606,66.15810276679842,-0.060606060606058776
River Pines,Male,8,44.55,343.45,0,66,5489,0,0,0,1,0,0,2,24,0,0,1,1,0,1,0,0,1,0,1,4,1,0,1,7-12,42.93125,7.709315375982043,1.6187499999999986
Rocklin,Female,71,104.1,7412.25,0,45,4695,0,1,0,1,1,0,1,12,1,1,1,0,1,1,0,1,0,1,1,7,0,1,1,49+,104.39788732394366,71.20317002881845,-0.29788732394366946
Roseville,Female,43,92.55,4039.0,0,37,3853,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,5,0,1,0,25-48,93.93023255813954,43.64127498649379,-1.3802325581395394
Shingle Springs,Male,29,101.45,2948.6,0,76,5285,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,6,0,1,1,25-48,101.67586206896551,29.06456382454411,-0.22586206896551175
Somerset,Male,65,94.55,6078.75,0,36,4603,0,1,1,0,1,0,2,24,1,1,1,0,1,1,1,1,1,0,0,7,0,1,1,49+,93.51923076923077,64.2913802221047,1.0307692307692236
Sutter Creek,Male,35,95.5,3418.2,0,27,3715,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,6,0,1,0,25-48,97.66285714285713,35.79267015706806,-2.162857142857135
Thornton,Male,64,100.3,6603.8,0,77,4986,0,0,0,1,1,0,1,12,1,0,1,0,1,1,1,0,0,1,1,6,0,1,1,49+,103.184375,65.84047856430708,-2.8843750000000057
Vacaville,Female,58,55.5,3166.9,0,69,4080,0,1,0,1,1,0,2,24,0,0,1,1,0,0,0,1,1,1,1,5,1,1,0,49+,54.601724137931036,57.061261261261265,0.8982758620689637
Vacaville,Female,18,49.85,865.75,0,71,3283,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,13-24,48.09722222222222,17.367101303911735,1.75277777777778
Volcano,Male,67,89.55,6373.1,0,45,6111,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,5,0,1,1,49+,95.12089552238807,71.1680625348967,-5.570895522388071
Walnut Grove,Male,63,19.15,1177.05,0,38,6373,0,1,1,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.683333333333334,61.46475195822455,0.466666666666665
West Sacramento,Female,60,99.8,5985.75,0,38,6213,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,6,0,1,1,49+,99.7625,59.97745490981964,0.037499999999994316
Wilton,Female,70,113.05,7869.05,0,54,4203,0,1,1,1,1,0,2,24,1,1,1,0,1,1,1,1,1,1,1,9,0,1,0,49+,112.415,69.60681114551083,0.6349999999999909
Woodland,Female,48,19.95,936.7,0,21,3396,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,19.514583333333334,46.952380952380956,0.435416666666665
Alta,Male,12,74.15,741.4,0,52,5426,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,6,0,1,1,7-12,61.78333333333333,9.998651382333108,12.366666666666674
Applegate,Male,71,92.0,6585.2,0,66,4322,1,1,0,1,0,0,1,12,1,1,1,0,1,1,1,1,1,0,0,7,0,1,0,49+,92.74929577464789,71.57826086956521,-0.7492957746478908
Camino,Male,44,73.85,3122.4,0,48,4374,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,25-48,70.96363636363637,42.28029790115099,2.886363636363626
Dutch Flat,Male,45,24.45,1088.25,0,57,3586,0,1,1,0,0,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,25-48,24.183333333333334,44.50920245398773,0.2666666666666657
Emigrant Gap,Female,23,24.8,615.35,0,46,4402,0,0,0,0,1,0,1,12,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,13-24,26.754347826086956,24.8125,-1.9543478260869556
Gold Run,Female,43,64.85,2908.2,0,72,4000,0,1,0,1,1,0,1,12,1,1,1,1,0,0,0,0,1,1,0,5,0,1,0,25-48,67.63255813953488,44.84502698535081,-2.782558139534885
Kyburz,Male,35,20.75,739.9,0,75,5876,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,21.14,35.6578313253012,-0.39000000000000057
Echo Lake,Male,9,68.95,593.85,0,29,2452,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,6,0,1,0,7-12,65.98333333333333,8.61276287164612,2.9666666666666686
Pollock Pines,Female,65,109.4,7227.45,0,39,4452,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,8,0,1,0,49+,111.19153846153846,66.0644424131627,-1.791538461538451
Twin Bridges,Male,27,49.0,1291.35,0,51,5428,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1,25-48,47.827777777777776,26.35408163265306,1.1722222222222243
Weimar,Female,40,50.25,2023.55,0,25,2449,0,0,0,1,0,0,1,12,1,0,1,1,0,0,0,1,0,0,0,3,0,0,0,25-48,50.58875,40.26965174129353,-0.33874999999999744
Granite Bay,Male,8,19.9,153.95,0,29,3152,0,1,0,0,1,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7-12,19.24375,7.736180904522613,0.65625
Roseville,Female,58,97.8,5458.8,0,23,6019,1,1,0,1,1,0,1,12,1,1,1,0,1,0,1,0,0,1,1,6,0,1,1,49+,94.11724137931034,55.8159509202454,3.682758620689654
Elk Grove,Female,52,100.3,5244.45,0,29,4811,0,1,1,0,0,0,1,12,1,0,1,0,1,1,0,1,0,1,1,6,0,1,1,49+,100.85480769230769,52.287637088733796,-0.5548076923076906
El Dorado Hills,Male,3,55.8,154.55,0,48,2662,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0-6,51.51666666666667,2.7697132616487457,4.283333333333324
Rocklin,Male,41,111.15,4507.15,0,32,5038,0,0,1,1,0,0,2,24,1,0,1,0,1,1,1,1,1,1,1,8,0,1,1,25-48,109.93048780487804,40.55015744489428,1.2195121951219647
Woodland,Male,20,98.55,2031.95,0,42,3300,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,6,0,1,0,13-24,101.5975,20.618467782851347,-3.0474999999999994
Sacramento,Male,1,50.05,50.05,0,61,5523,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0-6,50.05,1.0,0.0
Sacramento,Male,23,20.85,473.9,0,53,4263,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,20.604347826086954,22.729016786570742,0.24565217391304728
Sacramento,Female,6,19.5,106.8,0,77,3288,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,17.8,5.476923076923077,1.6999999999999993
Sacramento,Male,8,19.35,152.6,0,58,5416,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7-12,19.075,7.886304909560723,0.27500000000000213
Sacramento,Male,18,69.5,1199.4,0,24,4466,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,6,0,1,0,13-24,66.63333333333334,17.257553956834535,2.86666666666666
Sacramento,Male,52,48.8,2555.05,0,67,4865,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,4,1,0,1,49+,49.135576923076925,52.35758196721312,-0.3355769230769283
Sacramento,Male,31,94.5,2979.2,0,42,3949,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,5,0,1,0,25-48,96.1032258064516,31.525925925925925,-1.6032258064516043
Sacramento,Male,29,20.65,654.85,0,72,4667,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,22.58103448275862,31.711864406779664,-1.9310344827586228
Sacramento,Female,36,106.05,3834.4,0,25,4505,0,1,0,1,1,0,2,24,1,1,1,0,1,1,1,1,1,0,1,8,0,1,0,25-48,106.51111111111112,36.15652993870816,-0.4611111111111228
Sacramento,Male,42,108.3,4586.15,0,63,5106,0,1,0,1,0,0,1,12,1,1,1,0,1,0,0,1,1,1,1,7,0,1,1,25-48,109.19404761904761,42.34672206832872,-0.8940476190476119
Sacramento,Female,60,99.65,5941.05,0,41,4616,0,0,0,1,0,0,2,24,1,0,1,0,1,0,1,1,0,1,1,6,0,1,1,49+,99.0175,59.619167084796786,0.6325000000000074
Sacramento,Male,22,95.9,2234.95,0,56,3207,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,6,0,1,0,13-24,101.58863636363635,23.305005213764336,-5.688636363636348
Sacramento,Male,36,20.0,666.75,0,60,4175,0,1,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,18.520833333333332,33.3375,1.4791666666666679
Sacramento,Male,9,64.95,547.8,0,66,3013,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,5,0,1,0,7-12,60.86666666666666,8.434180138568129,4.083333333333343
Sacramento,Male,1,74.6,74.6,0,22,5494,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,0,0,1,0-6,74.6,1.0,0.0
Sacramento,Male,12,49.2,571.15,0,37,3582,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,7-12,47.59583333333333,11.608739837398373,1.6041666666666714
Sacramento,Female,23,73.75,1756.6,0,28,3483,0,0,0,1,0,0,1,12,1,1,1,1,0,0,0,0,1,1,1,6,0,1,0,13-24,76.37391304347825,23.818305084745763,-2.623913043478254
Sacramento,Male,62,92.3,5731.45,0,58,6468,0,0,0,1,1,0,1,12,1,1,1,0,1,1,1,0,0,0,1,6,0,1,1,49+,92.44274193548387,62.09588299024919,-0.14274193548386904
Sacramento,Female,8,19.2,156.85,0,42,2879,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7-12,19.60625,8.169270833333334,-0.40625
Sacramento,Male,31,88.65,2683.2,0,48,4821,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,5,0,1,1,25-48,86.55483870967741,30.267343485617594,2.0951612903225936
Marysville,Male,45,95.95,4456.65,0,63,5322,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,6,0,1,1,25-48,99.03666666666666,46.447628973423654,-3.086666666666659
Beale Afb,Female,69,105.4,6998.95,0,45,5467,1,1,0,0,1,0,2,24,1,1,1,0,1,0,1,0,1,1,1,7,0,1,1,49+,101.4340579710145,66.40370018975331,3.965942028985509
Alleghany,Male,2,20.25,36.8,0,59,5736,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,18.4,1.8172839506172838,1.8500000000000014
Berry Creek,Female,44,49.05,2265.0,0,68,3910,0,0,0,1,0,0,1,12,0,0,1,1,0,0,0,1,0,1,1,4,1,0,0,25-48,51.47727272727273,46.177370030581045,-2.4272727272727295
Biggs,Male,39,35.55,1309.15,0,76,3752,0,0,0,0,0,0,1,12,0,0,1,1,0,0,0,1,1,0,0,3,1,0,0,25-48,33.56794871794872,36.82559774964839,1.9820512820512803
Browns Valley,Male,72,65.1,4754.3,0,30,4969,0,1,0,1,1,0,2,24,0,0,1,1,0,1,1,1,1,1,1,7,1,1,1,49+,66.03194444444445,73.03072196620585,-0.9319444444444542
Brownsville,Female,13,96.85,1235.55,0,28,3098,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,5,0,1,0,13-24,95.04230769230769,12.757356737222509,1.8076923076923066
Butte City,Female,51,69.75,3562.5,0,50,5628,0,1,0,1,1,0,1,12,1,0,1,1,0,1,1,0,1,0,1,6,0,1,1,49+,69.8529411764706,51.075268817204304,-0.10294117647059409
Camptonville,Female,71,99.2,7213.75,0,23,4951,1,1,0,1,0,0,2,24,1,0,1,0,1,0,1,1,0,1,1,6,0,1,1,49+,101.60211267605634,72.71925403225806,-2.4021126760563334
Chico,Female,56,106.8,5914.4,0,49,6161,0,0,0,1,0,0,1,12,1,1,1,0,1,0,1,1,0,1,1,7,0,1,1,49+,105.61428571428571,55.37827715355805,1.1857142857142833
Chico,Male,1,51.25,51.25,0,57,4483,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0-6,51.25,1.0,0.0
Clipper Mills,Female,23,57.75,1282.85,0,22,3794,0,1,0,1,0,0,1,12,1,0,1,1,0,1,1,0,1,0,0,5,0,1,0,13-24,55.77608695652174,22.213852813852814,1.9739130434782624
Colusa,Female,66,70.85,4738.85,0,37,5572,1,1,0,1,1,0,1,12,1,1,1,1,0,0,1,1,0,1,0,6,0,1,1,49+,71.80075757575759,66.88567395906847,-0.9507575757575921
Crescent Mills,Female,1,19.55,19.55,0,31,5750,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,19.55,1.0,0.0
Downieville,Male,11,79.5,795.65,0,57,2278,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,4,0,0,0,7-12,72.33181818181818,10.00817610062893,7.1681818181818215
Durham,Female,52,98.15,4993.4,0,48,5123,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,7,0,1,1,49+,96.02692307692307,50.875191034131426,2.123076923076937
Elk Creek,Male,3,20.25,61.45,0,42,4050,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,20.483333333333334,3.034567901234568,-0.23333333333333428
Forbestown,Female,51,79.15,4018.55,0,64,6321,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,4,0,0,1,49+,78.79509803921569,50.77132027795325,0.3549019607843178
Glenn,Male,64,94.25,6081.4,0,63,6020,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,6,0,1,1,49+,95.021875,64.52413793103447,-0.7718749999999943
Goodyears Bar,Female,37,40.2,1478.85,0,20,5924,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,3,1,0,1,25-48,39.96891891891892,36.787313432835816,0.23108108108108638
Grass Valley,Male,13,19.95,243.65,0,63,2884,0,0,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,18.742307692307694,12.213032581453636,1.2076923076923052
Penn Valley,Male,49,55.35,2633.95,0,26,5601,0,1,0,1,0,0,1,12,1,1,1,1,0,1,0,0,0,0,0,4,0,0,1,49+,53.754081632653055,47.587172538392046,1.5959183673469468
Greenville,Female,45,102.15,4735.35,0,69,5391,1,0,0,1,1,0,1,12,1,1,1,0,1,0,0,1,0,1,1,6,0,1,1,25-48,105.23,46.3568281938326,-3.0799999999999983
Gridley,Female,18,71.1,1247.75,0,28,4911,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,13-24,69.31944444444444,17.549226441631507,1.7805555555555515
Grimes,Male,68,54.1,3794.5,0,30,4601,0,1,0,1,1,0,2,24,0,0,1,1,0,1,0,1,0,1,1,5,1,1,1,49+,55.8014705882353,70.13863216266174,-1.7014705882352956
Hamilton City,Male,54,19.65,1008.7,0,70,5708,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.67962962962963,51.33333333333334,0.9703703703703681
Live Oak,Female,23,88.45,2130.55,0,70,3937,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,5,0,1,0,13-24,92.63260869565218,24.087620124364047,-4.182608695652178
Maxwell,Male,71,80.4,5727.15,0,20,5228,0,1,0,0,1,0,2,24,1,1,1,1,0,1,1,1,1,0,1,8,0,1,1,49+,80.66408450704225,71.23320895522387,-0.2640845070422415
Meadow Valley,Female,67,19.25,1372.9,0,61,5154,0,1,1,1,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,20.491044776119406,71.31948051948052,-1.2410447761194057
Meridian,Female,14,84.8,1203.9,0,80,2452,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,4,0,0,0,13-24,85.99285714285715,14.196933962264152,-1.1928571428571502
North San Juan,Female,63,19.5,1215.1,0,44,4370,0,0,1,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,19.287301587301585,62.31282051282051,0.2126984126984155
Olivehurst,Female,41,68.6,2877.05,0,34,4572,0,0,0,1,0,0,1,12,1,1,1,1,0,0,0,1,1,0,1,6,0,1,1,25-48,70.1719512195122,41.93950437317785,-1.5719512195122007
Oregon House,Female,17,92.6,1579.7,0,32,4756,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,5,0,1,1,13-24,92.9235294117647,17.05939524838013,-0.32352941176471006
Orland,Male,56,100.55,5514.95,0,61,4847,0,1,0,1,0,0,1,12,1,1,1,0,1,1,0,0,0,1,1,6,0,1,1,49+,98.48125,54.84783689706614,2.0687499999999943
Oroville,Female,5,20.55,96.1,0,23,5967,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,19.22,4.67639902676399,1.3300000000000018
Palermo,Female,3,19.6,55.25,0,29,2941,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,18.416666666666668,2.818877551020408,1.1833333333333336
Paradise,Male,37,67.45,2443.3,0,37,5042,0,0,0,0,0,0,1,12,1,1,1,1,0,1,1,1,1,0,0,7,0,1,1,25-48,66.03513513513514,36.2238695329874,1.4148648648648674
Quincy,Male,8,43.55,335.4,0,60,3266,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,7-12,41.925,7.701492537313433,1.625
Chico,Female,63,109.85,7002.95,0,66,5775,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,8,0,1,1,49+,111.15793650793651,63.75011379153391,-1.3079365079365175
Richvale,Female,7,20.65,158.95,0,74,4058,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7-12,22.707142857142856,7.697336561743342,-2.057142857142857
Rough And Ready,Female,3,95.4,293.15,0,70,2813,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,5,0,1,0,0-6,97.71666666666665,3.072851153039832,-2.3166666666666487
Smartville,Male,72,21.0,1493.75,0,71,4974,0,1,1,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,20.74652777777778,71.13095238095238,0.25347222222222143
Stirling City,Female,19,56.2,1093.4,0,38,3384,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,13-24,57.54736842105264,19.455516014234878,-1.3473684210526358
Stonyford,Female,59,18.4,1057.85,0,20,4375,0,1,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,17.92966101694915,57.49184782608695,0.47033898305084776
Sutter,Female,35,25.75,882.55,0,49,4194,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,25-48,25.215714285714284,34.27378640776699,0.5342857142857156
Taylorsville,Male,14,19.6,300.4,0,40,2847,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,21.457142857142856,15.326530612244897,-1.857142857142854
Washington,Female,69,19.8,1436.95,0,36,5423,0,1,1,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,20.82536231884058,72.57323232323232,-1.0253623188405783
Williams,Male,7,64.2,475.0,0,74,5116,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,6,0,1,1,7-12,67.85714285714286,7.398753894080997,-3.6571428571428584
Willows,Male,69,75.75,5388.15,0,75,5839,0,1,0,1,1,0,2,24,1,0,1,1,0,1,1,1,1,1,0,7,0,1,1,49+,78.0891304347826,71.13069306930693,-2.3391304347826036
Yuba City,Female,72,78.95,5730.15,0,76,5050,0,1,0,1,0,0,2,24,1,1,1,1,0,0,1,0,1,1,1,7,0,1,1,49+,79.58541666666666,72.5794806839772,-0.6354166666666572
Redding,Female,4,50.3,217.1,0,73,3147,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0-6,54.275,4.31610337972167,-3.9750000000000014
Redding,Male,63,80.3,4896.35,0,66,5157,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,4,0,0,1,49+,77.71984126984128,60.975716064757165,2.5801587301587148
Redding,Male,72,19.85,1434.1,0,22,4790,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,19.918055555555554,72.24685138539041,-0.06805555555555287
Adin,Female,46,21.1,937.1,0,37,4791,0,0,0,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,20.371739130434783,44.41232227488152,0.7282608695652186
Bella Vista,Male,30,50.0,1474.9,0,29,4715,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,3,0,0,1,25-48,49.163333333333334,29.498,0.836666666666666
Bieber,Male,63,104.75,6536.5,0,30,5882,0,0,0,1,1,0,2,24,1,1,1,0,1,0,1,1,0,1,1,7,0,1,1,49+,103.75396825396825,62.400954653937944,0.9960317460317469
Big Bar,Female,60,19.85,1128.1,0,58,6213,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.801666666666666,56.83123425692694,1.0483333333333356
Burney,Male,25,85.9,2199.05,0,79,3153,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,4,0,0,0,25-48,87.962,25.60011641443539,-2.0619999999999976
Canby,Male,6,80.8,457.1,0,68,5611,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,4,0,0,1,0-6,76.18333333333334,5.657178217821783,4.61666666666666
Cassel,Male,22,25.25,566.5,0,61,3403,0,0,0,0,0,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,13-24,25.75,22.435643564356436,-0.5
Castella,Female,31,80.55,2471.6,0,24,3491,0,1,0,0,1,0,2,24,1,1,1,1,0,0,1,0,1,1,1,7,0,1,0,25-48,79.7290322580645,30.68404717566729,0.8209677419354904
Shasta Lake,Female,39,81.5,3107.3,0,25,2042,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,4,0,0,0,25-48,79.67435897435898,38.12638036809816,1.8256410256410192
Chester,Male,26,20.9,518.3,0,51,5895,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,19.934615384615384,24.799043062200955,0.9653846153846146
Dorris,Male,12,67.25,832.3,0,56,4334,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,6,0,1,0,7-12,69.35833333333333,12.376208178438661,-2.1083333333333343
Dunsmuir,Female,2,20.35,45.3,0,61,5994,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,22.65,2.226044226044226,-2.299999999999997
Etna,Male,39,45.05,1790.6,0,61,4003,0,0,0,0,1,0,1,12,0,0,1,1,0,1,0,0,1,1,0,4,1,0,0,25-48,45.91282051282051,39.74694783573807,-0.8628205128205124
Flournoy,Female,7,34.65,246.6,0,45,5996,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,3,1,0,1,7-12,35.22857142857143,7.116883116883117,-0.5785714285714292
Forks Of Salmon,Male,4,69.35,261.65,0,26,4140,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0-6,65.4125,3.7728911319394376,3.9375
French Gulch,Female,55,81.55,4509.5,0,80,5167,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,4,0,0,1,49+,81.99090909090908,55.29736358062539,-0.4409090909090878
Gazelle,Male,72,75.4,5480.25,0,35,4171,0,1,0,1,1,0,2,24,1,0,1,1,0,0,1,1,0,1,1,6,0,1,0,49+,76.11458333333333,72.68236074270557,-0.7145833333333229
Gerber,Female,10,67.8,653.15,0,79,2709,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,5,0,1,0,7-12,65.315,9.633480825958703,2.4849999999999994
Greenview,Male,11,111.4,1183.05,0,28,3175,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,8,0,1,0,7-12,107.55,10.619838420107719,3.8500000000000085
Grenada,Female,15,46.3,639.45,0,68,3103,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,13-24,42.63,13.811015118790499,3.6699999999999946
Happy Camp,Female,23,20.4,478.75,0,33,4698,0,1,1,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13-24,20.815217391304348,23.46813725490196,-0.4152173913043491
Hat Creek,Male,1,20.05,20.05,0,27,4221,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,20.05,1.0,0.0
Hornbrook,Male,47,96.1,4391.45,0,68,5793,0,1,1,1,0,0,1,12,1,0,1,0,1,1,1,1,0,0,1,6,0,1,1,25-48,93.43510638297872,45.69667013527575,2.664893617021278
Hyampom,Female,15,19.65,270.6,0,34,4818,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13-24,18.040000000000003,13.770992366412216,1.6099999999999959
Junction City,Female,68,60.65,3975.9,0,24,6418,1,1,0,1,1,0,1,12,1,0,1,1,0,0,1,1,1,0,0,5,0,1,1,49+,58.46911764705882,65.55482275350371,2.1808823529411754
Lookout,Female,21,71.7,1497.05,0,38,2784,1,1,0,0,1,0,1,12,1,1,1,1,0,0,1,1,0,0,1,6,0,1,0,13-24,71.28809523809524,20.879358437935842,0.4119047619047649
Los Molinos,Male,21,36.0,780.15,0,64,3378,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,3,1,0,0,13-24,37.15,21.670833333333334,-1.1499999999999986
Mcarthur,Female,56,65.2,3512.15,0,26,4775,0,1,0,0,1,0,1,12,1,1,1,1,0,1,0,0,0,1,0,5,0,1,1,49+,62.71696428571429,53.86733128834356,2.4830357142857125
Mccloud,Female,6,48.95,273.25,0,30,3061,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0-6,45.541666666666664,5.582226762002042,3.4083333333333385
Macdoel,Female,65,53.5,3517.9,0,76,5693,1,0,0,1,1,0,2,24,0,0,1,1,0,0,1,1,0,1,1,5,1,1,1,49+,54.121538461538464,65.7551401869159,-0.6215384615384636
Manton,Male,42,80.45,3375.9,0,62,4397,0,1,0,0,1,0,1,12,1,1,1,1,0,1,0,0,1,1,1,7,0,1,0,25-48,80.37857142857143,41.962709757613425,0.0714285714285694
Mill Creek,Female,68,109.05,7508.55,0,80,6391,0,1,1,1,1,0,2,24,1,1,1,0,1,1,0,1,1,1,1,8,0,1,1,49+,110.41985294117647,68.85419532324622,-1.3698529411764753
